ID,Test Name,Year,Session,Subject,Number,Question,image,law,Option 1,Option 2,Option 3,Option 4,Answer,문제번호,모델명,총문제수,정답수,추출실패,정확도(%),총소요시간(초),문제당평균시간(초),입력토큰,출력토큰,총토큰,비용수준,비용($),예측답,정답여부,모델응답,프롬프트
127,산업안전기사,2011,3,기계위험방지기술,50,공작기계인 선반에서 길이가 지름의 12배 이상인 긴 공작물의 절삭 시 사용되는 장치로 적합한 것은?,text_only,,칩 브레이커,척 커버,방진구,실드,3,127,Human,300,88,0,69.29133858267717,261.5515735372519,3.18073621718492,0,0,0,N/A,0.0,4,False,4,N/A - Human Test
128,산업안전기사,2011,3,화학설비위험방지기술,91,"산업안전보건법에서 분류한 위험물질의 종류 중 부식성 산류는 농도가 몇 % 이상인 염산, 황산, 질산, 그 밖에 이와 같은 정도 이상의 부식성을 가지는 물질을 말하는가?",text_only,O,10,15,20,25,3,128,Human,300,89,0,69.53125,262.9774208070245,1.4258472697725502,0,0,0,N/A,0.0,3,True,3,N/A - Human Test
129,산업안전기사,2011,3,건설안전기술,102,강풍 시 타워크레인의 작업제한과 관련된 사항으로 타워크레인의 운전작업을 중지해야 하는 순간풍속 기준으로 옳은 것은?(2022년 02월 21일 확인된 규정 적용),text_only,O,순간풍속이 매초 당 10 미터 초과,순간풍속이 매초 당 15 미터 초과,순간풍속이 매초 당 20 미터 초과,순간풍속이 매초 당 25 미터 초과,2,129,Human,300,90,0,69.76744186046511,265.2807125505032,2.3032917434787348,0,0,0,N/A,0.0,2,True,2,N/A - Human Test
130,산업안전기사,2012,1,기계위험방지기술,48,다음 중 산업안전보건법상 크레인에 전용 탑승설비를 설치하고 근로자를 달아 올린 상태에서 작업에 종사시킬 경우 근로자의 추락 위험을 방지하기 위하여 실시해야할 조치사항으로 적합하지 않은 것은?,text_only,O,승차석 외의 탑승 제한,안전대나 구명줄의 설치,탑승설비의 하강시 동력하강방법을 사용,탑승설비가 뒤집히거나 떨어지지 않도록 필요한 조치,1,130,Human,300,90,0,69.23076923076923,267.07216168431995,1.7914491338167937,0,0,0,N/A,0.0,3,False,3,N/A - Human Test
131,산업안전기사,2012,1,화학설비위험방지기술,85,산업안전보건법에 따라 위험물 건조설비 중 건조실을 설치하는 건축물의 구조를 독립된 단층 건물로 하여야 하는 건조설비가 아닌 것은?,text_only,O,위험물 또는 위험물이 발생하는 물질을 가열ㆍ건조하는 경우 내용적이 1m$^3$ 이상인 건조설비,위험물이 아닌 물질을 가열ㆍ건조하는 경우 액체연료의 최대사용량이 5kg/h 이상인 건조설비,위험물이 아닌 물질을 가열ㆍ건조하는 경우 기체연료의 최대사용량이 1m$^3$/h 이상인 건조설비,위험물이 아닌 물질을 가열ㆍ건조하는 경우 전기사용 정격용량이 10kW 이상인 건조설비,2,131,Human,300,90,0,68.70229007633588,268.8636108181368,1.7914491338167937,0,0,0,N/A,0.0,4,False,4,N/A - Human Test
132,산업안전기사,2012,1,화학설비위험방지기술,95,고압가스 용기 파열사고의 주요 원인 중 하나는 용기의 내압력(耐壓力) 부족이다. 다음 중 내압력 부족의 원인으로 틀린 것은?,text_only,,용기 내벽의 부식,강재의 피로,과잉 충전,용접 불량,3,132,Human,300,91,0,68.93939393939394,270.21633771510045,1.3527268969637014,0,0,0,N/A,0.0,3,True,3,N/A - Human Test
133,산업안전기사,2012,2,안전관리론,7,리더십 이론 중 관리 그리드 이론에 있어 대표적인 유형의 설명이 잘못 연결된 것은?,text_only,,(1.1) : 무관심형,(3.3) : 타협형,(9.1) : 과업형,(1.9) : 인기형,2,133,Human,300,92,0,69.17293233082707,273.36051374588095,3.1441760307804953,0,0,0,N/A,0.0,2,True,2,N/A - Human Test
134,산업안전기사,2012,2,전기위험방지기술,62,다음 중 활선근접 작업시의 안전조치로 적절하지 않은 것은?,text_only,O,저압 활선작업시 노출 충전부분의 방호가 어려운 경우에는 작업자에게 절연용 보호구를 착용토록 한다.,고압 활선작업시는 작업자에게 절연용 보호구를 착용 시킨다.,"고압선로의 근접작업시 머리위로 30cm, 몸 옆과 발밑으로 50cm 이상 접근한계거리를 반드시 유지하여야 한다.",특고압 전로에 근접하여 작업시 감전위험이 없도록 대지와 절연조치가 된 활선작업용 장치를 사용하여야 한다.,3,134,Human,300,93,0,69.40298507462687,274.85948138846237,1.498967642581399,0,0,0,N/A,0.0,3,True,3,N/A - Human Test
135,산업안전기사,2012,2,건설안전기술,116,차량계 건설기계를 사용하여 작업을 하는 때에 작업계획에 포함되지 않아도 되는 사항은?,text_only,O,사용하는 차량계 건설기계의 종류 및 성능,차량계 건설기계의 운행경로,차량계 건설기계에 의한 작업방법,차량계 건설기계 사용 시 유도자 배치 위치,4,135,Human,300,94,0,69.62962962962963,276.2853286582349,1.389287083368126,0,0,0,N/A,0.0,4,True,4,N/A - Human Test
136,산업안전기사,2012,3,안전관리론,10,다음 중 인간관계 관리기법에 있어 구성원 상호간의 선호도를 기초로 집단 내부의 동태적 상호관계를 분석하는 방법으로 가장 적절한 것은?,text_only,,소시오매트리(sociometry),그리드 훈련(grid training),집단역할(group dynamic),감수성 훈련(sensitivity training),1,136,Human,300,94,0,69.11764705882352,277.6746157416031,1.389287083368126,0,0,0,N/A,0.0,4,False,4,N/A - Human Test
137,산업안전기사,2012,3,인간공학 및 시스템안전공학,35,다음 중 부울대수의 관계식으로 틀린 것은?,text_only,,$A + AB = A$,$A(A + B) = A + B$,$A + \\overline{A}B = A + B$,$A + \\overline{A} = 1$,2,137,Human,300,95,0,69.34306569343066,279.53918524822865,1.901129693030067,0,0,0,N/A,0.0,2,True,2,N/A - Human Test
138,산업안전기사,2012,3,기계위험방지기술,46,산업안전보건법령상 롤러기에 사용하는 급정지장치 중 작업자의 무릎으로 조작하는 것의 위치로 옳은 것은?,text_only,O,밑면에서 0.2m 이상 0.4m 이내,밑면에서 0.4m 이상 0.6m 이내,밑면에서 0.8m 이상 1.1m 이내,밑면에서 1.8m 이내,2,138,Human,300,96,0,69.56521739130434,281.2575140092367,1.718328761007945,0,0,0,N/A,0.0,2,True,2,N/A - Human Test
139,산업안전기사,2012,3,전기위험방지기술,68,"대전서열을 올바르게 나열한 것은?(단, (+) ~ (-) 순임)",text_only,,폴리에틸렌 - 셀룰로이드 - 염화비닐 - 테프론,셀룰로이드 - 폴리에틸렌 - 염화비닐 - 테프론,염화비닐 - 폴리에틸렌 - 셀룰로이드 - 테프론,테프론 - 셀룰로이드 - 염화비닐 - 폴리에틸렌,1,139,Human,300,97,0,69.7841726618705,283.0855233294579,1.7914491338167937,0,0,0,N/A,0.0,1,True,1,N/A - Human Test
140,산업안전기사,2012,3,화학설비위험방지기술,99,다음 중 분해 폭발의 위험성이 있는 아세틸렌의 용제로 가장 적절한 것은?,text_only,,에테르,에틸알코올,아세톤,아세트알데히드,3,140,Human,300,98,0,70.0,284.9135326496791,1.8280093202212182,0,0,0,N/A,0.0,3,True,3,N/A - Human Test
141,산업안전기사,2012,3,건설안전기술,117,지름 0.3 ~ 1.5m 정도의 우물을 굴착하여 이 속에 우물측관을 삽입하여 속으로 유입하는 지하수를 펌프로 양수하여 지하수위를 낮추는 방법은 무엇인가?,text_only,,Well Point 공법,Deep Well 공법,Under Pinning 공법,Vertical Drain 공법,2,141,Human,300,99,0,70.2127659574468,288.09426886686396,3.18073621718492,0,0,0,N/A,0.0,2,True,2,N/A - Human Test
142,산업안전기사,2013,1,안전관리론,16,다음 중 구체적인 동기유발요인에 속하지 않는 것은?,text_only,,기회,자세,인정,참여,2,142,Human,300,100,0,70.4225352112676,290.6900421015781,2.6323334211185543,0,0,0,N/A,0.0,2,True,2,N/A - Human Test
143,산업안전기사,2013,1,전기위험방지기술,71,감전되어 사망하는 주된 메커니즘과 거리가 먼 것은?,text_only,,심장부에 전류가 흘러 심실세동이 발생하여 혈액순환 기능이 상실되어 일어난 것,흉골에 전류가 흘러 혈압이 약해져 뇌에 산소공급기능이 정지되어 일어난 것,뇌의 호흡중추 신경에 전류가 흘러 호흡기능이 정지되어 일어난 것,흉부에 전류가 흘러 흉부수축에 의한 질식으로 일어난 것,2,143,Human,300,101,0,70.62937062937063,293.0298940314613,2.3032917434787348,0,0,0,N/A,0.0,2,True,2,N/A - Human Test
144,산업안전기사,2013,1,화학설비위험방지기술,81,다음 중 물 소화약제의 단점을 보완하기 위하여 물에 탄산칼륨(K$_2$CO$_3$)등을 녹인 수용액으로 부동성이 높은 알칼리성 소화약제는?,text_only,,포 소화약제,분말 소화약제,강화액 소화약제,산알칼리 소화약제,3,144,Human,300,102,0,70.83333333333334,294.8579033516825,1.8280093202212182,0,0,0,N/A,0.0,3,True,3,N/A - Human Test
145,산업안전기사,2013,1,화학설비위험방지기술,87,다음 중 반응 또는 조작과정에서 발열을 동반하지 않는 것은?,text_only,,질소와 산소의 반응,탄화칼슘과 물과의 반응,물에 의한 진한 황산의 희석,생석회와 물과의 반응,1,145,Human,300,102,0,70.34482758620689,296.28375062145506,1.4258472697725502,0,0,0,N/A,0.0,3,False,3,N/A - Human Test
146,산업안전기사,2013,1,화학설비위험방지기술,98,"프로판(C$_3$H$_8$)의 연소에 필요한 최소 산소농도의 값은? (단, 프로판의 폭발하한은 Jone식에 의해 추산한다.)",text_only,,8.1%v/v,11.1%v/v,15.1%v/v,20.1%v/v,2,146,Human,300,103,0,70.54794520547945,297.92895900965414,1.6452083881990964,0,0,0,N/A,0.0,2,True,2,N/A - Human Test
147,산업안전기사,2013,2,안전관리론,15,다음 중 브레인스토밍(Brain-storming)기법의 4원칙에 관한 설명으로 틀린 것은?,text_only,,한 사람이 많은 의견을 제시할 수 있다.,타인의 의견을 수정하여 발언할 수 있다.,"타인의 의견에 대하여 비판, 비평하지 않는다.",의견을 발언할 때에는 주어진 요건에 맞추어 발언한다.,4,147,Human,300,104,0,70.74829931972789,299.75696832987535,1.8280093202212182,0,0,0,N/A,0.0,4,True,4,N/A - Human Test
148,산업안전기사,2013,2,인간공학 및 시스템안전공학,24,다음 중 산업안전보건법령에 따라 기계ㆍ기구 및 설비의 설치ㆍ이전 등으로 인해 유해ㆍ위험방지계획서를 제출 하여야 하는 대상에 해당하지 않는 것은?,text_only,O,공기압축기,건조설비,화학설비,가스집합 용접장치,1,148,Human,300,105,0,70.94594594594594,301.2924961588612,1.5355278289858232,0,0,0,N/A,0.0,1,True,1,N/A - Human Test
149,산업안전기사,2013,2,기계위험방지기술,45,다음 중 산업안전보건법령상 연삭숫돌을 사용하는 작업의 안전수칙으로 틀린 것은?,text_only,O,연삭숫돌을 사용하는 경우 작업시작 전과 연삭숫돌을 교체한 후에는 1분 이상 시운전을 통해 이상 유무를 확인한다.,회전 중인 연삭숫돌이 근로자에게 위험을 미칠 우려가 있는 경우에 그 부위에 덮개를 설치하여야 한다.,연삭숫돌의 최고 사용회전속도를 초과하여 사용하여서는 안 된다.,측면을 사용하는 목적으로 하는 연삭숫돌 이외는 측면을 사용해서는 안 된다.,1,149,Human,300,106,0,71.14093959731544,303.44954715672225,2.1570509978610373,0,0,0,N/A,0.0,1,True,1,N/A - Human Test
150,산업안전기사,2013,2,전기위험방지기술,77,정전기 발생에 영향을 주는 요인과 관계가 가장 적은 것은?,text_only,,물체의 표면상태,접촉면적 및 압력,분리속도,물의 음이온,4,150,Human,300,107,0,71.33333333333334,305.27755647694346,1.8280093202212182,0,0,0,N/A,0.0,4,True,4,N/A - Human Test
151,산업안전기사,2013,2,화학설비위험방지기술,89,8% NaOH 수용액과 5% NaOH 수용액을 반응기에 혼합하여 6% 100kg의 NaOH 수용액을 만들려면 각각 몇 kg의 NaOH 수용액이 필요한가?,text_only,,"5% NaOH 수용액 : 50.5kg, 8% NaOH 수용액 : 49.5kg","5% NaOH 수용액 : 56.8kg, 8% NaOH 수용액 : 43.2kg","5% NaOH 수용액 : 66.7kg, 8% NaOH 수용액 : 33.3kg","5% NaOH 수용액 : 73.4kg, 8% NaOH 수용액 : 26.6kg",3,151,Human,300,108,0,71.52317880794702,307.2152463563779,1.9376898794344914,0,0,0,N/A,0.0,3,True,3,N/A - Human Test
152,산업안전기사,2013,2,건설안전기술,105,산업안전보건법상 차량계 하역운반기계 등에 단위화물의 무게가 100kg 이상인 화물을 싣는 작업 또는 내리는 작업을 하는 경우에 해당 작업 지휘자가 준수하여야 할 사항과 가장 거리가 먼 것은?,text_only,O,작업순서 및 그 순서마다의 작업방법을 정하고 작업을 지휘할 것,기구와 공구를 점검하고 불량품을 제거할 것,대피방법을 미리 교육하는 일,로프 풀기 작업 또는 덮개 벗기기 작업은 적재함의 화물이 떨어질 위험이 없음을 확인한 후에 하도록 할 것,3,152,Human,300,109,0,71.71052631578947,309.0798158630036,1.8645695066256427,0,0,0,N/A,0.0,3,True,3,N/A - Human Test
153,산업안전기사,2013,3,인간공학 및 시스템안전공학,37,다음 중 정보의 촉각적 암호화 방법으로만 구성된 것은?,text_only,,"점자, 진동, 온도","초인종, 점멸등, 점자","신호등, 경보음, 점등","연기, 온도, 모스(Morse)부호",1,153,Human,300,110,0,71.89542483660131,312.8820752490637,3.802259386060134,0,0,0,N/A,0.0,1,True,1,N/A - Human Test
154,산업안전기사,2013,3,기계위험방지기술,53,다음 중 밀링작업에 대한 안전조치 사항으로 옳지 않은 것은?,text_only,,급속이송은 한 방향으로만 한다.,커터는 될 수 있는 한 컬럼에 가깝게 설치한다.,백래시(back lash) 제거장치는 급속이송시 작동한다.,이송장치의 핸들은 사용 후 반드시 빼 두어야 한다.,3,154,Human,300,111,0,72.07792207792207,314.9660058741159,2.0839306250521887,0,0,0,N/A,0.0,3,True,3,N/A - Human Test
155,산업안전기사,2013,3,전기위험방지기술,75,작업자가 교류전압 7000V 이하의 전로에 활선 근접작업시 감전사고 방지를 위한 절연용 보호구는?,text_only,O,고무절연관,절연시트,절연커버,절연안전모,4,155,Human,300,111,0,71.61290322580646,316.7574550079327,1.7914491338167937,0,0,0,N/A,0.0,1,False,1,N/A - Human Test
156,산업안전기사,2013,3,건설안전기술,108,건설작업용 타워크레인의 안전장치가 아닌 것은?,text_only,O,권과 방지장치,과부하 방지장치,브레이크 장치,호이스트 스위치,4,156,Human,300,111,0,71.15384615384616,319.7919504794999,3.034495471567222,0,0,0,N/A,0.0,2,False,2,N/A - Human Test
157,산업안전기사,2013,3,건설안전기술,110,다음은 말비계 조립 시 준수사항이다. ( )안에 알맞은 수치는?\n\n- 지주부재와 수평면의 기울기는 (①)° 이하로 하고 지주부재와 지주부재 사이를 고정시키는 보조부재를 설치할 것\n- 말비계의 높이가 2m를 초과하는 경우에는 작업발판의 폭을 (②)cm 이상으로 할 것,text_only,O,"① 75, ② 30","① 75, ② 40","① 85, ② 30","① 85, ② 40",2,157,Human,300,112,0,71.3375796178344,321.2909181220813,1.4624074561769747,0,0,0,N/A,0.0,2,True,2,N/A - Human Test
158,산업안전기사,2014,1,안전관리론,15,재해로 인한 직접비용으로 8000만원이 산재보상비로 지급되었다면 하인리히 방식에 따를 때 총 손실비용은 얼마 인가?,text_only,,16000만원,24000만원,32000만원,40000만원,4,158,Human,300,112,0,70.88607594936708,325.0931775081415,3.802259386060134,0,0,0,N/A,0.0,2,False,2,N/A - Human Test
159,산업안전기사,2014,1,인간공학 및 시스템안전공학,23,"3개 공정의 소음수준 측정 결과 1공정은 100dB에서 1시간, 2공정은 95dB에서 1시간, 3공정은 90dB에서 1시간이 소요될 때 총 소음량(TND)과 소음설계의 적합성을 올바르게 나열한 것은? (단, 90dB에 8시간 노출할 때를 허용기준으로 하며, 5dB 증가할 때 허용시간은 1/2로 감소되는 법칙을 적용한다.)",text_only,,"TND = 0.78, 적합","TND = 0.88, 적합","TND = 0.98, 적합","TND = 1.08, 부적합",2,159,Human,300,112,0,70.44025157232704,326.8846266419582,1.7914491338167937,0,0,0,N/A,0.0,3,False,3,N/A - Human Test
160,산업안전기사,2014,1,기계위험방지기술,58,다음 중 자동화설비를 사용하고자 할 때 기능의 안전화를 위하여 검토할 사항과 가장 거리가 먼 것은?,text_only,O,재료 및 가공 결함에 의한 오작동,사용압력 변동시의 오동작,전압강하 및 정전에 따른 오동작,단락 또는 스위치 고장시의 오동작,1,160,Human,300,113,0,70.625,328.71263596217943,1.8280093202212182,0,0,0,N/A,0.0,1,True,1,N/A - Human Test
161,산업안전기사,2014,1,전기위험방지기술,74,"심실세동을 일으키는 위험한계 에너지는 약 몇 J 인가? (단 심실세동 전류 $I=\frac{165}{\sqrt{T}}mA$, 통전시간 T = 1초, 인체의 전기저항 R = 800Ω 이다.)",text_only,,12,22,32,42,2,161,Human,300,114,0,70.80745341614907,330.7234462144228,2.01081025224334,0,0,0,N/A,0.0,2,True,2,N/A - Human Test
162,산업안전기사,2014,1,건설안전기술,104,연약지반의 이상현상 중 하나인 히빙(heaving)현상에 대한 안전대책이 아닌 것은?,text_only,,흙막이벽의 관입깊이를 깊게 한다.,굴착 지면에 토사 등으로 하중을 가한다.,흙막이 배면의 표토를 제거하여 토압을 경감시킨다.,주변 수위를 높인다.,4,162,Human,300,115,0,70.98765432098766,332.551455534644,1.7914491338167937,0,0,0,N/A,0.0,4,True,4,N/A - Human Test
163,산업안전기사,2014,2,안전관리론,13,다음 중 산업재해의 원인으로 간접적 원인에 해당되지 않는 것은?,text_only,,기술적 원인,물적 원인,관리적 원인,교육적 원인,2,163,Human,300,116,0,71.16564417177914,334.3794648548652,1.8280093202212182,0,0,0,N/A,0.0,2,True,2,N/A - Human Test
164,산업안전기사,2014,2,인간공학 및 시스템안전공학,32,다음 중 산업안전보건법에 따라 제조업의 유해·위험방지계획서를 작성하고자 할 때 관련 규정에 따라 1명 이상 포함시켜야 하는 사람의 자격으로 적합하지 않은 것은?,text_only,O,안전관리분야 기술사 자격을 취득한 사람,기계안전·전기안전·화공안전분야의 산업안전지도사 자격을 취득한 사람,기사 자격을 취득한 사람으로서 해당 분야에서 5년 근무한 경력이 있는 사람,한국산업안전보건공단이 실시하는 관련 교육을 8시간 이수한 사람,4,164,Human,300,117,0,71.34146341463415,335.8418723110422,1.4624074561769747,0,0,0,N/A,0.0,4,True,4,N/A - Human Test
165,산업안전기사,2014,2,기계위험방지기술,54,다음 중 아세틸렌 용접시 역화가 일어날 때 가장 먼저 취해야 할 행동으로 가장 적절한 것은?,text_only,,"산소밸브를 즉시 잠그고, 아세틸렌 밸브를 잠근다.","아세틸렌 밸브를 즉시 잠그고, 산소밸브를 잠근다.","산소밸브는 열고, 아세틸렌 밸브는 즉시 닫아야 한다.",아세틸렌의 사용압력을 1kgf/cm$^2$ 이하로 즉시 낮춘다.,1,165,Human,300,117,0,70.9090909090909,337.633321444859,1.7548889474123694,0,0,0,N/A,0.0,4,False,4,N/A - Human Test
166,산업안전기사,2014,2,전기위험방지기술,69,전동기용 퓨즈의 사용 목적으로 알맞은 것은?,text_only,O,과전압 차단,지락과전류 차단,누설전류 차단,회로에 흐르는 과전류 차단,4,166,Human,300,118,0,71.08433734939759,339.57101132429347,1.9742500658389157,0,0,0,N/A,0.0,4,True,4,N/A - Human Test
167,산업안전기사,2014,2,화학설비위험방지기술,89,탱크 내부에서 작업시 작업용구에 관한 설명으로 옳지 않은 것은?,text_only,,유리라이닝을 한 탱크 내부에서는 줄사다리를 사용한다.,가연성 가스가 있는 경우 불꽃을 내기 어려운 금속을 사용한다.,용접 절단시에는 바람의 영향을 억제하기 위하여 환기 장치의 설치를 제한한다.,탱크 내부에 인화성 물질의 증기로 인한 폭발 위험이 우려되는 경우 방폭구조의 전기기계기구를 사용한다.,3,167,Human,300,118,0,70.65868263473054,341.3624604581103,1.7914491338167937,0,0,0,N/A,0.0,2,False,2,N/A - Human Test
168,산업안전기사,2014,3,안전관리론,9,다음 중 산업재해가 발생하였을 때 [보기]의 각 단계를 긴급처치의 순서대로 가장 적절하게 나열한 것은?\n\n① 재해자 구출\n② 관계자 통보\n③ 2차재해 방지\n④ 관련 기계의 정지\n⑤ 서둘러 응급처치\n⑥ 현장보존,text_only,O,① → ④ → ② → ⑤ → ③ → ⑥,② → ① → ④ → ⑤ → ③ → ⑥,④ → ① → ⑤ → ② → ③ → ⑥,⑤ → ① → ④ → ③ → ② → ⑥,3,168,Human,300,119,0,70.83333333333334,343.0442290327138,1.681768574603521,0,0,0,N/A,0.0,3,True,3,N/A - Human Test
169,산업안전기사,2014,3,인간공학 및 시스템안전공학,25,인간-기계시스템의 설계를 6단계로 구분할 때 다음 중 첫 번째 단계에서 시행하는 것은?,text_only,,기본설계,시스템의 정의,인터페이스 설계,시스템의 목표와 성능명세 결정,4,169,Human,300,119,0,70.41420118343196,345.128159657766,2.0839306250521887,0,0,0,N/A,0.0,1,False,1,N/A - Human Test
170,산업안전기사,2014,3,기계위험방지기술,56,산업안전보건법령상 지게차의 최대하중의 2배값이 6톤일 경우 헤드가드의 강도는 몇 톤의 등분포정하중에 견딜수 있어야 하는가?,text_only,O,4,6,8,12,1,170,Human,300,120,0,70.58823529411765,347.1024097236049,1.9376898794344914,0,0,0,N/A,0.0,1,True,1,N/A - Human Test
171,산업안전기사,2014,3,전기위험방지기술,66,고장전류와 같은 대전류를 차단할 수 있는 것은?,text_only,,차단기(CB),유입 개폐기(OS),단로기(DS),선로 개폐기(LS),1,171,Human,300,121,0,70.76023391812866,348.96697923023055,1.8645695066256427,0,0,0,N/A,0.0,1,True,1,N/A - Human Test
172,산업안전기사,2015,1,안전관리론,1,휴먼에러(Human Error) 원인의 레벨(Level)을 분류할 때 작업조건이나 작업형태 중에서 다른 문제가 생겨서 그것 때문에 필요한 사항을 실행할 수 없는 에러를 무엇이라고 하는가?,text_only,,Command Error,Primary Error,Secondary Error,Third Error,3,172,Human,300,122,0,70.93023255813954,350.90466910966506,1.9376898794344914,0,0,0,N/A,0.0,3,True,3,N/A - Human Test
173,산업안전기사,2015,1,안전관리론,9,"토의식 교육방법 중 새로운 교재를 제시하고 거기에서의 문제점을 피교육자로 하여금 제기하게 하거나, 의견을 여러가지 방법으로 발표하게 하고, 다시 깊이 파고 들어가 토의하는 방법은?",text_only,,포럼(Forum),심포지엄(Symposium),패널 디스커션(Panel discussion),버즈세션(Buzz session),1,173,Human,300,122,0,70.52023121387283,353.90260439482785,2.961375098758374,0,0,0,N/A,0.0,3,False,3,N/A - Human Test
174,산업안전기사,2015,1,인간공학 및 시스템안전공학,35,다음 중 HAZOP 기법에서 사용되는 가이드워드와 그 의미가 잘못 연결된 것은?,text_only,,As well as : 성질상의 증가,More/Less : 정량적인 증가 또는 감소,Part of : 성질상의 감소,Other than : 기타 환경적인 요인,4,174,Human,300,123,0,70.6896551724138,355.8037340878579,1.901129693030067,0,0,0,N/A,0.0,4,True,4,N/A - Human Test
175,산업안전기사,2015,1,기계위험방지기술,47,다음 중 연삭기 작업시 안전사항의 유의사항으로 옳지 않은 것은?,text_only,O,연삭숫돌을 교체할 때에는 1분 이내로 시운전하고 이상 여부를 확인한다.,연삭숫돌의 최고사용 원주속도를 초과해서 사용하지 않는다.,탁상용연삭기에는 작업받침대와 조정편을 설치한다.,탁상용연삭기의 경우 덮개의 노출각도는 90°를 넘지 않아야 한다.,1,175,Human,300,124,0,70.85714285714285,357.8876647129101,2.0839306250521887,0,0,0,N/A,0.0,1,True,1,N/A - Human Test
176,산업안전기사,2015,1,전기위험방지기술,69,개폐기로 인한 발화는 개폐시의 스파크에 의한 가연물의 착화화재가 많이 발생한다. 이를 방지하기 위한 대책으로 틀린 것은?,text_only,,"가연성증기, 분진 등이 있는 곳은 방폭형을 사용한다.",개폐기를 불연성 상자 안에 수납한다.,비포장 퓨즈를 사용한다.,접속부분의 나사풀림이 없도록 한다.,3,176,Human,300,125,0,71.02272727272727,360.51999813402864,2.6323334211185543,0,0,0,N/A,0.0,3,True,3,N/A - Human Test
177,산업안전기사,2015,1,화학설비위험방지기술,92,다음 중 폭발범위에 관한 설명으로 틀린 것은?,text_only,,상한값과 하한값이 존재한다.,온도에 비례하지만 압력과는 무관하다.,가연성 가스의 종류에 따라 각각 다른 값을 갖는다.,공기와 혼합된 가연성 가스의 체적 농도로 나타낸다.,2,177,Human,300,126,0,71.1864406779661,361.98240559020564,1.4624074561769747,0,0,0,N/A,0.0,2,True,2,N/A - Human Test
178,산업안전기사,2015,1,화학설비위험방지기술,99,압축기와 송풍기의 관로에 심한 공기의 맥동과 진동을 발생하면서 불안정한 운전이 되는 서어징(surging) 현상의 방지법으로 옳지 않은 것은?,text_only,,풍량을 감소시킨다.,배관의 경사를 완만하게 한다.,교축밸브를 기계에서 멀리 설치한다.,토출가스를 흡입축에 바이패스 시키거나 방출밸브에 의해 대기로 방출시킨다.,3,178,Human,300,126,0,70.78651685393258,364.28569733368437,2.3032917434787348,0,0,0,N/A,0.0,1,False,1,N/A - Human Test
179,산업안전기사,2015,1,건설안전기술,113,강풍 시 타워크레인의 운전작업을 중지해야 하는 순간 풍속기준은?,text_only,O,순간풍속이 초당 5m 초과,순간풍속이 초당 10m 초과,순간풍속이 초당 15m 초과,순간풍속이 초당 20m 초과,3,179,Human,300,127,0,70.94972067039106,366.662109449972,2.3764121162875838,0,0,0,N/A,0.0,3,True,3,N/A - Human Test
180,산업안전기사,2015,2,안전관리론,18,다음 중 방진마스크의 구비 조건으로 적절하지 않은 것은?,text_only,O,흡기밸브는 미약한 호흡에 대하여 확실하고 예민하게 작동하도록 할 것,쉽게 착용되어야 하고 착용하였을 때 안면부가 안면에 밀착되어 공기가 새지 않을 것,여과재는 여과성능이 우수하고 인체에 장해를 주지 않을 것,흡·배기밸브는 외부의 힘에 의하여 손상되지 않도록 흡·배기 저항이 높을 것,4,180,Human,300,128,0,71.11111111111111,368.4901187701932,1.8645695066256427,0,0,0,N/A,0.0,4,True,4,N/A - Human Test
181,산업안전기사,2015,2,인간공학 및 시스템안전공학,28,"실린더 블록에 사용하는 가스켓의 수명은 평균 10000시간이며, 표준편차는 200시간으로 정규분포를 따른다. 사용시간이 9600시간일 경우 이 가스켓의 신뢰도는 약 얼마인가? (단, 표준정규분포상 Z$_1$=0.8413, Z$_2$=0.9772 이다.)",text_only,,84.13%,88.73%,92.72%,97.72%,4,181,Human,300,129,0,71.27071823204419,370.46436883603207,1.9742500658389157,0,0,0,N/A,0.0,4,True,4,N/A - Human Test
182,산업안전기사,2015,2,기계위험방지기술,60,프레스 작업 중 부주의로 프레스의 페달을 밟는 것에 대비하여 페달에 설치하는 것을 무엇이라 하는가?,text_only,O,클램프,로크너트,커버,스프링 와셔,3,182,Human,300,130,0,71.42857142857143,372.3654985290621,1.901129693030067,0,0,0,N/A,0.0,3,True,3,N/A - Human Test
183,산업안전기사,2015,2,전기위험방지기술,65,폭발위험장소에서 점화성 불꽃이 발생하지 않도록 전기 설비를 설치하는 방법으로 틀린 것은?,text_only,O,낙뢰 방호조치를 취한다.,모든 설비를 등전위 시킨다.,정전기의 영향을 안전한계 이내로 줄인다.,0종 장소는 금속부에 전식방지설비를 한다.,4,183,Human,300,131,0,71.58469945355192,374.2666282220922,1.901129693030067,0,0,0,N/A,0.0,4,True,4,N/A - Human Test
184,산업안전기사,2015,2,건설안전기술,111,달비계의 와이어로프의 사용금지 기준에 해당하지 않는 것은?,text_only,O,와이어로프의 한 꼬임에서 끊어진 소선의 수가 10% 이상인 것,지름의 감소가 공칭지름의 7%를 초과하는 것,심하게 변형되거나 부식된 것,균열이 있는 것,4,184,Human,300,131,0,71.19565217391305,375.9849569831002,1.718328761007945,0,0,0,N/A,0.0,1,False,1,N/A - Human Test
